TestSetFileName,Success,Fails,Skipped,Dependencies,Crashes,UnsupportedTypes,UnsuppportedErrorCodes,Sum,Processed,Matches
fn/string-join.xml,29,1,0,1,15,0,0,46,46,OK
fn/string-length.xml,26,4,0,3,2,0,1,36,36,OK
fn/string-to-codepoints.xml,30,8,0,0,6,0,0,44,44,OK
fn/subsequence.xml,48,33,0,2,17,4,1,105,105,OK
fn/substring.xml,28,0,0,0,20,0,0,48,48,OK
fn/substring-after.xml,15,0,0,5,34,0,1,55,55,OK
fn/substring-before.xml,11,0,0,4,37,0,2,54,54,OK
fn/sum.xml,52,2,0,0,32,128,8,222,222,OK
fn/tail.xml,2,2,0,0,2,0,0,6,6,OK
fn/timezone-from-date.xml,23,0,0,0,10,0,1,34,34,OK
fn/timezone-from-dateTime.xml,24,0,0,0,3,0,0,27,27,OK
fn/timezone-from-time.xml,23,0,0,0,4,0,0,27,27,OK
fn/tokenize.xml,9,15,0,2,35,0,6,67,67,OK
fn/trace.xml,10,11,0,0,7,1,1,30,30,OK
fn/transform.xml,0,0,0,115,0,0,0,115,115,OK
fn/translate.xml,28,5,0,0,10,1,0,44,44,OK
fn/true.xml,0,1,0,1,23,0,0,25,25,OK
fn/unordered.xml,0,2,0,0,35,4,2,43,43,OK
fn/unparsed-text.xml,2,3,0,8,16,0,26,55,55,OK
fn/unparsed-text-available.xml,2,5,0,7,40,0,0,54,54,OK
fn/unparsed-text-lines.xml,2,3,0,7,13,0,30,55,55,OK
fn/upper-case.xml,25,3,0,1,0,0,0,29,29,OK
fn/uri-collection.xml,1,3,0,0,1,0,2,7,7,OK
fn/xml-to-json.xml,0,2,0,7,94,1,37,141,141,OK
fn/year-from-date.xml,27,0,0,0,0,0,0,27,27,OK
fn/years-from-duration.xml,30,0,0,0,1,0,0,31,31,OK
fn/year-from-dateTime.xml,27,0,0,0,0,0,0,27,27,OK
fn/zero-or-one.xml,13,2,0,0,6,27,3,51,51,OK
math/math-acos.xml,9,0,0,0,0,0,0,9,9,OK
math/math-asin.xml,8,1,0,0,0,0,0,9,9,OK
math/math-atan.xml,8,1,0,0,0,0,0,9,9,OK
math/math-atan2.xml,8,2,0,0,0,0,0,10,10,OK
math/math-cos.xml,9,0,0,0,0,0,0,9,9,OK
math/math-exp.xml,8,0,1,0,0,0,0,9,9,OK
math/math-exp10.xml,7,0,1,0,0,0,0,8,8,OK
math/math-log.xml,7,0,1,0,1,0,0,9,9,OK
math/math-log10.xml,7,0,1,0,1,0,0,9,9,OK
math/math-pi.xml,3,0,0,2,0,0,0,5,5,OK
math/math-pow.xml,19,2,0,0,13,0,0,34,34,OK
math/math-sin.xml,8,1,0,0,0,0,0,9,9,OK
math/math-sqrt.xml,7,1,0,0,1,0,0,9,9,OK
math/math-tan.xml,10,1,0,0,0,0,0,11,11,OK
map/merge.xml,1,3,0,2,23,1,1,31,31,OK
map/contains.xml,1,4,0,2,19,0,0,26,26,OK
map/find.xml,0,4,0,0,8,0,0,12,12,OK
map/get.xml,0,5,0,3,23,1,0,32,32,OK
map/entry.xml,0,0,0,2,6,1,0,9,9,OK
map/size.xml,0,0,0,0,13,0,1,14,14,OK
map/keys.xml,0,0,0,0,13,0,1,14,14,OK
map/put.xml,0,0,0,2,13,4,0,19,19,OK
map/remove.xml,0,0,0,0,16,2,0,18,18,OK
map/for-each.xml,0,0,0,0,16,0,1,17,17,OK
array/append.xml,0,0,0,1,7,0,0,8,8,OK
array/filter.xml,0,4,0,2,6,0,0,12,12,OK
array/flatten.xml,2,2,0,0,5,1,0,10,10,OK
array/fold-left.xml,0,0,0,0,9,0,0,9,9,OK
array/fold-right.xml,0,0,0,0,10,0,0,10,10,OK
array/for-each.xml,0,2,0,2,5,0,0,9,9,OK
array/for-each-pair.xml,0,2,0,0,7,0,0,9,9,OK
array/get.xml,0,4,0,0,2,0,4,10,10,OK
array/head.xml,0,2,0,0,2,4,1,9,9,OK
array/insert-before.xml,0,2,0,0,3,5,1,11,11,OK
array/join.xml,0,0,0,0,11,0,0,11,11,OK
array/put.xml,0,0,0,0,8,0,5,13,13,OK
array/remove.xml,0,5,0,0,3,6,2,16,16,OK
array/reverse.xml,0,0,0,0,0,4,0,4,4,OK
array/size.xml,6,1,0,0,0,0,0,7,7,OK
array/sort.xml,0,2,0,24,9,1,1,37,37,OK
array/subarray.xml,0,0,0,0,11,0,7,18,18,OK
array/tail.xml,0,1,0,0,1,4,0,6,6,OK
xs/anyURI.xml,13,4,0,0,0,0,0,17,17,OK
xs/base64Binary.xml,0,0,0,0,31,0,8,39,39,OK
xs/dateTimeStamp.xml,0,0,0,0,4,0,2,6,6,OK
xs/double.xml,1,0,0,0,3,0,1,5,5,OK
xs/error.xml,0,7,0,7,10,0,30,54,54,OK
xs/float.xml,0,0,0,0,0,6,0,6,6,OK
xs/hexBinary.xml,1,0,0,0,0,0,0,1,1,OK
xs/normalizedString.xml,0,0,0,0,7,0,0,7,7,OK
xs/numeric.xml,0,0,0,3,14,4,1,22,22,OK
xs/token.xml,0,0,0,0,7,0,0,7,7,OK
op/add-dayTimeDurations.xml,37,0,0,0,24,0,0,61,61,OK
op/add-dayTimeDuration-to-date.xml,17,2,0,2,5,0,1,27,27,OK
op/add-dayTimeDuration-to-dateTime.xml,21,0,0,0,5,0,1,27,27,OK
op/add-dayTimeDuration-to-time.xml,19,2,0,0,5,0,0,26,26,OK
op/add-yearMonthDurations.xml,19,0,0,0,8,0,0,27,27,OK
op/add-yearMonthDuration-to-date.xml,21,0,0,0,5,0,1,27,27,OK
op/add-yearMonthDuration-to-dateTime.xml,23,0,0,0,5,0,1,29,29,OK
op/anyURI-equal.xml,12,0,0,0,10,0,0,22,22,OK
op/anyURI-greater-than.xml,8,0,0,0,2,0,0,10,10,OK
op/anyURI-less-than.xml,6,0,0,0,2,0,0,8,8,OK
op/bang.xml,0,0,0,0,14,0,0,14,14,OK
op/base64Binary-equal.xml,0,0,0,0,30,0,0,30,30,OK
op/base64Binary-less-than.xml,0,2,0,0,30,0,0,32,32,OK
op/base64Binary-greater-than.xml,0,2,0,0,30,0,0,32,32,OK
op/boolean-equal.xml,23,18,0,0,16,0,0,57,57,OK
op/boolean-greater-than.xml,24,14,0,0,11,0,0,49,49,OK
op/boolean-less-than.xml,26,12,0,0,11,0,0,49,49,OK
op/concat.xml,30,5,0,1,11,45,0,92,92,OK
op/concatenate.xml,5,36,0,0,9,4,0,54,54,OK
op/date-equal.xml,39,0,0,0,6,0,2,47,47,OK
op/date-greater-than.xml,36,0,0,0,10,0,2,48,48,OK
op/date-less-than.xml,36,0,0,0,10,0,2,48,48,OK
op/dateTime-equal.xml,65,0,0,2,6,0,0,73,73,OK
op/dateTime-greater-than.xml,34,0,0,0,10,0,0,44,44,OK
op/dateTime-less-than.xml,34,0,0,0,10,0,0,44,44,OK
op/dayTimeDuration-greater-than.xml,12,0,0,0,46,0,0,58,58,OK
op/dayTimeDuration-less-than.xml,6,0,0,0,40,0,0,46,46,OK
op/divide-dayTimeDuration.xml,35,0,0,0,15,0,5,55,55,OK
op/divide-dayTimeDuration-by-dayTimeDuration.xml,16,2,0,0,4,0,3,25,25,OK
op/divide-yearMonthDuration.xml,17,2,0,0,7,0,5,31,31,OK
op/divide-yearMonthDuration-by-yearMonthDuration.xml,17,2,0,0,4,0,0,23,23,OK
op/duration-equal.xml,104,4,0,0,50,0,0,158,158,OK
op/except.xml,0,3,0,0,61,0,7,71,71,OK
op/gDay-equal.xml,0,0,0,0,0,51,0,51,51,OK
op/gMonth-equal.xml,0,0,0,0,0,45,0,45,45,OK
op/gMonthDay-equal.xml,0,0,0,0,0,51,0,51,51,OK
op/gYear-equal.xml,0,0,0,0,0,46,0,46,46,OK
op/gYearMonth-equal.xml,0,0,0,0,0,46,0,46,46,OK
op/hexBinary-equal.xml,22,0,0,0,13,0,0,35,35,OK
op/hexBinary-greater-than.xml,1,1,0,0,30,0,0,32,32,OK
op/hexBinary-less-than.xml,1,1,0,0,30,0,0,32,32,OK
op/intersect.xml,0,3,0,0,67,0,4,74,74,OK
op/is-same-node.xml,3,1,0,0,22,0,12,38,38,OK
op/multiply-dayTimeDuration.xml,32,0,0,0,9,0,5,46,46,OK
op/multiply-yearMonthDuration.xml,32,1,0,0,5,0,6,44,44,OK
op/node-after.xml,7,7,0,0,10,0,11,35,35,OK
op/node-before.xml,7,7,0,0,11,0,11,36,36,OK
op/NOTATION-equal.xml,0,0,0,22,0,0,0,22,22,OK
op/numeric-add.xml,50,2,0,15,13,57,18,155,155,OK
op/numeric-equal.xml,68,8,0,0,19,106,1,202,202,OK
op/numeric-divide.xml,61,9,0,0,16,51,3,140,140,OK
op/numeric-greater-than.xml,47,2,0,0,9,60,0,118,118,OK
op/numeric-integer-divide.xml,46,14,0,0,10,58,8,136,136,OK
op/numeric-less-than.xml,65,2,0,0,12,104,0,183,183,OK
op/numeric-mod.xml,46,3,0,0,20,50,5,124,124,OK
op/numeric-multiply.xml,54,1,0,0,5,44,3,107,107,OK
op/numeric-subtract.xml,43,3,0,0,17,53,3,119,119,OK
op/numeric-unary-minus.xml,27,1,0,0,7,30,1,66,66,OK
op/numeric-unary-plus.xml,18,4,0,0,4,28,1,55,55,OK
op/QName-equal.xml,0,6,0,0,32,0,0,38,38,OK
op/string-equal.xml,2,0,0,0,13,0,0,15,15,OK
op/string-greater-than.xml,2,0,0,0,7,0,0,9,9,OK
op/string-less-than.xml,2,1,0,0,7,0,0,10,10,OK
op/subtract-dates.xml,23,0,0,0,5,0,2,30,30,OK
op/subtract-dateTimes.xml,23,0,0,0,5,0,2,30,30,OK
op/subtract-dayTimeDuration-from-date.xml,17,1,0,0,4,0,1,23,23,OK
op/subtract-dayTimeDuration-from-dateTime.xml,17,0,0,0,4,0,1,22,22,OK
op/subtract-dayTimeDuration-from-time.xml,22,1,0,0,4,0,0,27,27,OK
op/subtract-dayTimeDurations.xml,50,0,0,0,18,0,1,69,69,OK
op/subtract-times.xml,26,0,0,0,7,0,0,33,33,OK
op/subtract-yearMonthDuration-from-date.xml,20,0,0,0,4,0,1,25,25,OK
op/subtract-yearMonthDuration-from-dateTime.xml,18,0,0,0,4,0,1,23,23,OK
op/subtract-yearMonthDurations.xml,25,0,0,0,7,0,1,33,33,OK
op/time-equal.xml,51,0,0,0,7,0,0,58,58,OK
op/time-greater-than.xml,30,0,0,0,14,0,0,44,44,OK
op/time-less-than.xml,30,0,0,0,14,0,0,44,44,OK
op/to.xml,51,24,0,0,5,0,2,82,82,OK
op/union.xml,0,4,0,0,75,0,3,82,82,OK
op/yearMonthDuration-greater-than.xml,0,0,0,0,34,0,0,34,34,OK
op/yearMonthDuration-less-than.xml,0,0,0,0,34,0,0,34,34,OK
op/same-key.xml,0,0,0,2,14,9,3,28,28,OK
prod/AllowingEmpty.xml,0,1,0,0,17,0,1,19,19,OK
prod/Annotation.xml,2,0,0,24,16,0,16,58,58,OK
prod/ArrayTest.xml,0,1,0,21,30,2,1,55,55,OK
prod/ArrowPostfix.xml,6,6,0,12,15,0,0,39,39,OK
prod/AxisStep.xml,26,5,0,12,247,0,58,348,348,OK
prod/AxisStep.abbr.xml,0,1,0,0,22,0,0,23,23,OK
prod/AxisStep.ancestor.xml,0,0,0,0,35,0,8,43,43,OK
prod/AxisStep.ancestor-or-self.xml,0,0,0,0,30,0,1,31,31,OK
prod/AxisStep.following.xml,0,0,0,0,25,0,1,26,26,OK
prod/AxisStep.following-sibling.xml,0,0,0,0,31,0,2,33,33,OK
prod/AxisStep.preceding.xml,0,0,0,0,30,0,1,31,31,OK
prod/AxisStep.preceding-sibling.xml,0,0,0,0,27,0,1,28,28,OK
prod/AxisStep.static-typing.xml,0,0,0,0,0,0,15,15,15,OK
prod/AxisStep.unabbr.xml,0,0,0,0,26,0,0,26,26,OK
prod/BaseURIDecl.xml,0,2,0,0,23,0,13,38,38,OK
prod/BoundarySpaceDecl.xml,1,1,0,0,24,0,2,28,28,OK
prod/CastableExpr.xml,235,46,0,159,146,354,13,953,953,OK
prod/CastExpr.xml,423,422,0,7,365,1239,316,2772,2772,OK
prod/CastExpr.derived.xml,10,2,0,1,13,110,23,159,159,OK
prod/CastExpr.schema.xml,0,3,0,23,78,7,18,129,129,OK
prod/Comment.xml,25,1,0,0,19,0,0,45,45,OK
prod/CompAttrConstructor.xml,3,10,0,0,58,1,60,132,132,OK
prod/CompDocConstructor.xml,2,13,0,0,39,0,5,59,59,OK
prod/CompCommentConstructor.xml,3,0,0,0,15,1,10,29,29,OK
prod/CompElemConstructor.xml,3,9,0,0,59,0,24,95,95,OK
prod/CompNamespaceConstructor.xml,0,7,0,2,25,0,10,44,44,OK
prod/CompPIConstructor.xml,2,10,0,0,26,1,18,57,57,OK
prod/CompTextConstructor.xml,6,0,0,0,27,1,2,36,36,OK
prod/ConstructionDecl.xml,1,1,0,0,22,0,2,26,26,OK
prod/ConstructionDecl.schema.xml,0,2,0,0,2,0,0,4,4,OK
prod/ContextItemDecl.xml,1,14,0,4,15,0,7,41,41,OK
prod/ContextItemExpr.xml,0,2,0,0,39,2,2,45,45,OK
prod/CopyNamespacesDecl.xml,2,2,0,0,30,0,2,36,36,OK
prod/CountClause.xml,0,1,0,0,9,0,0,10,10,OK
prod/CurlyArrayConstructor.xml,0,0,0,1,4,0,0,5,5,OK
prod/DecimalFormatDecl.xml,2,0,0,0,21,0,18,41,41,OK
prod/DefaultCollationDecl.xml,4,2,0,0,2,0,4,12,12,OK
prod/DefaultNamespaceDecl.xml,12,3,0,0,30,1,14,60,60,OK
prod/DirAttributeList.xml,42,0,0,0,80,1,11,134,134,OK
prod/DirectConstructor.xml,42,0,0,0,45,0,4,91,91,OK
prod/DirElemConstructor.xml,28,0,0,0,30,0,13,71,71,OK
prod/DirElemContent.xml,16,2,0,3,97,0,15,133,133,OK
prod/DirElemContent.namespace.xml,5,14,0,0,77,0,37,133,133,OK
prod/DirElemContent.whitespace.xml,0,0,0,0,82,0,1,83,83,OK
prod/EmptyOrderDecl.xml,4,0,0,0,28,0,0,32,32,OK
prod/EQName.xml,8,4,0,4,28,0,5,49,49,OK
prod/ExtensionExpr.xml,11,4,0,0,38,0,4,57,57,OK
prod/FLWORExpr.xml,0,1,0,0,19,0,1,21,21,OK
prod/FLWORExpr.static-typing.xml,18,2,0,0,0,0,8,28,28,OK
prod/ForClause.xml,71,36,0,0,73,5,4,189,189,OK
prod/FunctionCall.xml,55,24,0,43,20,3,7,152,152,OK
prod/FunctionDecl.xml,71,25,0,0,49,5,23,173,173,OK
prod/GeneralComp.eq.xml,52,2,0,2,120,0,17,193,193,OK
prod/GeneralComp.ge.xml,22,0,0,0,88,0,0,110,110,OK
prod/GeneralComp.gt.xml,30,1,0,0,87,0,0,118,118,OK
prod/GeneralComp.le.xml,20,0,0,0,88,0,0,108,108,OK
prod/GeneralComp.lt.xml,32,1,0,0,98,2,0,133,133,OK
prod/GeneralComp.ne.xml,38,0,0,0,98,0,4,140,140,OK
prod/GroupByClause.xml,2,6,0,1,27,0,0,36,36,OK
prod/IfExpr.xml,10,0,0,0,30,0,2,42,42,OK
prod/InlineFunctionExpr.xml,20,2,0,0,10,2,3,37,37,OK
prod/InstanceofExpr.xml,127,3,0,31,68,65,15,309,309,OK
prod/LetClause.xml,33,9,0,0,36,6,5,89,89,OK
prod/Literal.xml,100,42,0,0,22,2,8,174,174,OK
prod/Lookup.xml,10,9,0,13,60,0,9,101,101,OK
prod/MapConstructor.xml,6,2,0,0,27,4,3,42,42,OK
prod/MapTest.xml,2,0,0,25,18,0,1,46,46,OK
prod/ModuleImport.xml,2,18,0,21,76,0,8,125,125,OK
prod/NamedFunctionRef.xml,3,15,0,4,530,0,4,556,556,OK
prod/NamespaceDecl.xml,8,15,0,0,21,0,0,44,44,OK
prod/NameTest.xml,24,38,0,0,48,0,17,127,127,OK
prod/NodeTest.xml,15,14,0,0,28,0,11,68,68,OK
prod/OptionDecl.xml,1,3,0,0,4,0,1,9,9,OK
prod/OptionDecl.serialization.xml,0,17,0,11,8,0,3,39,39,OK
prod/OrExpr.xml,126,7,0,0,52,178,8,371,371,OK
prod/OrderByClause.xml,2,32,0,4,141,12,14,205,205,OK
prod/OrderingModeDecl.xml,0,6,0,0,18,0,3,27,27,OK
prod/PathExpr.xml,8,0,0,0,11,0,2,21,21,OK
prod/ParenthesizedExpr.xml,9,2,0,0,9,0,0,20,20,OK
prod/PositionalVar.xml,29,2,0,0,2,0,1,34,34,OK
prod/Predicate.xml,57,17,0,0,107,3,19,203,203,OK
prod/QuantifiedExpr.xml,113,6,0,0,71,3,10,203,203,OK
prod/ReturnClause.xml,3,1,0,0,15,0,2,21,21,OK
prod/SchemaImport.xml,2,2,0,6,91,5,34,140,140,OK
prod/SequenceType.xml,18,0,0,0,3,0,0,21,21,OK
prod/SquareArrayConstructor.xml,0,1,0,1,2,1,1,6,6,OK
prod/StepExpr.xml,11,2,0,0,39,0,6,58,58,OK
prod/StringConstructor.xml,15,0,0,0,29,0,2,46,46,OK
prod/SwitchExpr.xml,6,2,0,0,17,1,1,27,27,OK
prod/TreatExpr.xml,35,8,0,0,12,12,2,69,69,OK
prod/TryCatchExpr.xml,13,32,0,2,114,0,12,173,173,OK
prod/TypeswitchExpr.xml,10,10,0,5,44,2,2,73,73,OK
prod/UnorderedExpr.xml,2,7,0,0,19,0,0,28,28,OK
prod/UnaryLookup.xml,3,5,0,5,19,0,2,34,34,OK
prod/ValidateExpr.xml,3,2,0,1,42,1,37,86,86,OK
prod/ValueComp.xml,26,12,0,4,46,3,9,100,100,OK
prod/VarDecl.xml,64,38,0,0,23,5,17,147,147,OK
prod/VarDecl.external.xml,21,17,0,2,30,6,23,99,99,OK
prod/VarDefaultValue.xml,11,3,0,5,15,0,3,37,37,OK
prod/VersionDecl.xml,9,4,0,1,25,0,11,50,50,OK
prod/WhereClause.xml,19,10,0,0,47,2,6,84,84,OK
prod/WindowClause.xml,5,12,0,3,93,0,13,126,126,OK
misc/CombinedErrorCodes.xml,38,45,0,35,1,2,138,259,259,OK
misc/AnnexE.xml,1,0,0,0,5,0,2,8,8,OK
misc/AppendixA4.xml,9,0,0,0,0,0,0,9,9,OK
misc/ErrorsAndOptimization.xml,4,1,0,0,2,0,0,7,7,OK
misc/HigherOrderFunctions.xml,13,22,0,3,80,4,7,129,129,OK
misc/JsonTestSuite.xml,0,0,0,0,95,0,223,318,318,OK
misc/StaticContext.xml,0,1,0,0,0,0,0,1,1,OK
misc/Surrogates.xml,14,16,0,0,2,0,0,32,32,OK
misc/UCACollation.xml,0,0,0,16,0,0,73,89,89,OK
misc/XMLEdition.xml,0,0,0,13,6,0,0,19,19,OK
ser/method-adaptive.xml,0,17,0,4,42,21,0,84,84,OK
ser/method-html.xml,17,2,0,40,4,0,0,63,63,OK
ser/method-json.xml,0,4,0,0,63,7,0,74,74,OK
ser/method-text.xml,0,3,0,4,13,0,0,20,20,OK
ser/method-xhtml.xml,2,3,0,9,35,0,0,49,49,OK
ser/method-xml.xml,0,5,0,33,9,0,0,47,47,OK
app/CatalogCheck.xml,0,0,0,1,13,0,0,14,14,OK
app/Demos.xml,0,0,0,1,4,0,0,5,5,OK
app/FunctxFn.xml,39,12,0,0,444,6,1,502,502,OK
app/FunctxFunctx.xml,1,0,0,1,608,17,0,627,627,OK
